District,Block,Gram Panchayat,Village,Habitation,New Location,PWS Scheme Code,PWS Scheme Name,Latitude,Longitude,Sample Id,Fluoride (mg/l)in TW water sample ,Total Coliform (CFU/100ml) in TW water sample 
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,KADMA,KADMA,NO,,,23.0667448,86.5240701,1052271,1.632,0
PURULIA,PURULIA - I,GARAFUSRA,KETUABERA,KANTABERA,NO,,,23.354696,86.2391909,282623,1.5,0
PURULIA,PURULIA - I,MANARA,GURPA,CHOTO GURPA,NO,,,23.239215,86.3925317,282659,1.4,0
PURULIA,PURULIA - I,GARAFUSRA,PATAMPUTRA,PATAMPUTRA,NO,,,23.3587054,86.2200086,282614,1.36,0
PURULIA,PURULIA - I,GARAFUSRA,PATAMPUTRA,PATAMPUTRA,NO,,,23.3549018,86.2245334,282618,1.35,0
PURULIA,PURULIA - I,GARAFUSRA,PATAMPUTRA,PATAMPUTRA,NO,,,23.3560805,86.2222834,282616,1.27,0
PURULIA,PURULIA - I,MANARA,GOBINDPUR,GOBINDAPUR,NO,,,23.2251683,86.3837417,282663,1.2,32
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,RUDRA,NO,,,23.4028666,86.2578294,282632,1.2,0
PURULIA,PURULIA - I,GARAFUSRA,KETUABERA,KANTABERA,NO,,,23.35628,86.2393928,282624,1.08,0
PURULIA,PURULIA - I,GARAFUSRA,KETUABERA,KANTABERA,NO,,,23.3583937,86.2409247,282625,1.02,0
PURULIA,MANBAZAR - I,BHALUBASA,DULALDI,DULALDI,NO,,,23.06219,86.5980486,1052277,0.968,6
PURULIA,MANBAZAR - I,BHALUBASA,RADHAMADHABPUR,RADHAMADHA PUR,NO,,,23.0681694,86.6193211,1052291,0.942,18
PURULIA,PURULIA - I,GARAFUSRA,SHYAMDASDI ALIAS SHYAMPUR,SHYAMDASDIH,NO,,,23.4102619,86.2646813,282636,0.93,0
PURULIA,MANBAZAR - I,BHALUBASA,RADHAMADHABPUR,RADHAMADHA PUR,NO,,,23.064026,86.6168164,1052292,0.918,0
PURULIA,PURULIA - I,GARAFUSRA,SHYAMDASDI ALIAS SHYAMPUR,SHYAMDASDIH,NO,,,23.4132874,86.2664769,282638,0.91,0
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,MUKTAPUR,NO,,,23.4083671,86.2542346,282635,0.89,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,BHELAGORA,BHELAGORA,NO,,,23.1265851,86.6639078,1052267,0.856,0
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,JANRA,JANARA,NO,,,23.0600719,86.527639,1052270,0.814,0
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,RUDRA,NO,,,23.4018254,86.2602394,282633,0.73,0
PURULIA,MANBAZAR - I,BHALUBASA,NIPENYA,NIPENA,NO,,,23.0808436,86.6081516,1052288,0.69,0
PURULIA,PURULIA - I,GARAFUSRA,PATAMPUTRA,PATAMPUTRA,NO,,,23.3543038,86.2242607,282617,0.66,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,LALPUR ALIAS JORTHOL,JORITHOL (LALPUR),NO,,,23.3988534,86.7231128,1041765,0.62,13
PURULIA,MANBAZAR - I,BHALUBASA,NIPENYA,NIPENA,NO,,,23.0807592,86.6110829,1052289,0.593,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,BODMA,KUMARDANGA,NO,,,23.3959217,86.729255,1041767,0.59,0
PURULIA,MANBAZAR - I,BHALUBASA,DAHA,DAHA,NO,,,23.0627954,86.5774877,1052280,0.572,0
PURULIA,MANBAZAR - I,BHALUBASA,BHALUBASA,BHALUBASA,NO,,,23.0679006,86.5814768,1052281,0.555,0
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,RUDRA,NO,,,23.3987364,86.2528992,282631,0.55,0
PURULIA,MANBAZAR - I,BHALUBASA,DULALDI,DULALDI,NO,,,23.0742139,86.5933939,1052283,0.544,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.2289383,86.407135,282647,0.54,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,LALPUR ALIAS JORTHOL,JORITHOL (LALPUR),NO,,,23.4011931,86.7209468,1041762,0.53,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,BODMA,KUMARDANGA,NO,,,23.3961735,86.7278904,1041923,0.52,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,BODMA,KUMARDANGA,NO,,,23.3962328,86.7279488,1041766,0.52,0
PURULIA,MANBAZAR - I,BHALUBASA,DULALDI,DULALDI,NO,,,23.0741775,86.5934834,1052284,0.51,9
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,KAPARRA,PURANADIH,NO,,,23.0707904,86.4853485,1052273,0.502,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,BODMA,KUMARDANGA,NO,,,23.3956083,86.7303267,1041768,0.47,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.2242675,86.4070606,282646,0.46,0
PURULIA,MANBAZAR - I,BHALUBASA,DULALDI,DULALDI,NO,,,23.0747094,86.5937142,1052285,0.456,56
PURULIA,MANBAZAR - I,BHALUBASA,BHALUBASA,BHALUBASA,NO,,,23.0665491,86.5847306,1052282,0.452,3
PURULIA,PURULIA - I,MANARA,GOBINDPUR,GOBINDAPUR,NO,,,23.225215,86.3879967,282662,0.45,0
PURULIA,MANBAZAR - I,BHALUBASA,NIPENYA,NIPENA,NO,,,23.0836289,86.6084901,1052287,0.448,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2330833,86.400495,282649,0.44,0
PURULIA,PURULIA - I,MANARA,GOBINDPUR,GOBINDAPUR,NO,,,23.2254417,86.3872017,282661,0.44,0
PURULIA,PURULIA - I,GARAFUSRA,SHYAMDASDI ALIAS SHYAMPUR,SHYAMDASDIH,NO,,,23.4125759,86.2658842,282639,0.44,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2328211,86.4058636,282648,0.43,0
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,PUNRRA,PUNRRU,NO,,,23.0826852,86.4804129,1052275,0.422,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.2241283,86.4099267,282645,0.41,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,BODMA,BODMA,NO,,,23.4044204,86.7322467,1041769,0.39,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,LALPUR ALIAS JORTHOL,JORITHOL (LALPUR),NO,,,23.4079933,86.728745,1041770,0.37,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.2231633,86.4088867,282644,0.36,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,LALPUR ALIAS JORTHOL,JORITHOL (LALPUR),NO,,,23.400045,86.7214533,1041764,0.35,0
PURULIA,PURULIA - I,MANARA,GOBINDPUR,GOBINDAPUR,NO,,,23.2195166,86.3893315,282664,0.35,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.2221017,86.4070517,282640,0.35,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.222585,86.4070083,282641,0.34,0
PURULIA,MANBAZAR - I,BHALUBASA,PURAN DULALDI,PURAN DULALDI,NO,,,23.0558424,86.5846949,1052279,0.339,0
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,PUNRRA,JAMBON,NO,,,23.072463,86.4807499,1052274,0.335,1
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.23262,86.400435,282654,0.33,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.232425,86.400285,282653,0.31,0
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,KAPARRA,KAPARRA,NO,,,23.0662505,86.4892285,1052272,0.297,0
PURULIA,KASHIPUR,RANGAMATI RANJANDIH,LALPUR ALIAS JORTHOL,JORITHOL (LALPUR),NO,,,23.4006133,86.7213467,1041763,0.29,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2326217,86.40098,282650,0.28,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,DUMARIA,DUMARIA,NO,,,23.0932725,86.6949158,1052262,0.263,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2335805,86.3973102,282657,0.26,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.2232167,86.40759,282643,0.26,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2333067,86.3997817,282655,0.25,0
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,KADMA,KADMA,NO,,,23.0661981,86.5321742,1052269,0.246,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2318217,86.4008223,282651,0.24,0
PURULIA,JHALDA - II,BEGUN KODAR,BEGUN KODAR,BEGONKUDAR,NO,,,23.3602965,86.0590041,321551,0.23,0
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,MUKTAPUR,NO,,,23.4063478,86.2537939,282634,0.23,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,RAMNAGAR,RAMNAGAR,NO,,,23.1172544,86.6692136,1052266,0.226,0
PURULIA,PURULIA - I,MANARA,GURPA,CHOTO GURPA,NO,,,23.2406483,86.3938817,282658,0.22,0
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,RUDRA,NO,,,23.399525,86.2533765,282630,0.22,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,TALANDARA,TALANDARA,NO,,,23.1014633,86.6876806,1052265,0.219,7
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,BUDHPUR,BUDHPUR,NO,,,23.108548,86.6626142,1052268,0.211,0
PURULIA,JHALDA - II,BEGUN KODAR,BARTALIA,BARTALIA,NO,,,23.3563708,86.0677374,321548,0.21,0
PURULIA,MANBAZAR - I,BHALUBASA,KUMARDI,KUMARDIH,NO,,,23.0852506,86.6161342,1052290,0.206,0
PURULIA,PURULIA - I,MANARA,BUNGERA,BUNGERA,NO,,,23.223315,86.407005,282642,0.2,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,DUMARIA,DUMARIA,NO,,,23.0954177,86.6956689,1052260,0.197,0
PURULIA,JHALDA - II,BEGUN KODAR,BARTALIA,BARTALIA,NO,,,23.3558984,86.0677234,321549,0.19,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2324309,86.4002682,282652,0.18,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,KALUPARA,KALUPARA,NO,,,23.0964238,86.6854004,1052264,0.174,0
PURULIA,JHALDA - II,BEGUN KODAR,BARTALIA,BARTALIA,NO,,,23.3624793,86.0713161,321546,0.17,0
PURULIA,MANBAZAR - I,BHALUBASA,PURAN DULALDI,PURAN DULALDI,NO,,,23.0563436,86.5847233,1052278,0.161,0
PURULIA,JHALDA - II,BEGUN KODAR,BEGUN KODAR,BEGONKUDAR,NO,,,23.3527987,86.0589114,321550,0.16,0
PURULIA,PURULIA - I,MANARA,GURPA,GURPA,NO,,,23.2332267,86.3993483,282656,0.16,0
PURULIA,MANBAZAR - I,BAMNI MAJHIHIRA,PUNRRA,PUNRRU,NO,,,23.0828468,86.4825352,1052276,0.151,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,KALUPARA,KALUPARA,NO,,,23.0965458,86.6854825,1052263,0.143,2
PURULIA,JHALDA - II,BEGUN KODAR,BEGUN KODAR,BEGONKUDAR,NO,,,23.3653967,86.0577717,321552,0.14,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,DUMARIA,DUMARIA,NO,,,23.0957471,86.695306,1052259,0.13,0
PURULIA,MANBAZAR - I,BARAMASYA RAMNAGAR,DUMARIA,DUMARIA,NO,,,23.0945253,86.6948431,1052261,0.129,0
PURULIA,JHALDA - II,BEGUN KODAR,BARTALIA,BARTALIA,NO,,,23.357985,86.0689036,321547,0.08,0
PURULIA,JHALDA - II,BEGUN KODAR,BARTALIA,BARTALIA,NO,,,23.3580367,86.0665417,321545,0.07,0
PURULIA,PURULIA - I,MANARA,GOBINDPUR,GOBINDAPUR,NO,,,23.229561,86.386777,282660,0.06,0
PURULIA,JHALDA - II,BEGUN KODAR,BARTALIA,BARTALIA,NO,,,23.35716,86.0644567,321544,0.03,0
PURULIA,JHALDA - II,BEGUN KODAR,BEGUN KODAR,BEGONKUDAR,NO,,,23.3527302,86.0560007,321553,0.01,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4333167,86.8360867,2041180,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4326125,86.8369385,2041179,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.432085,86.8356667,2041178,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4314783,86.83405,2041177,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4314717,86.8340233,2041176,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4311417,86.835895,2041175,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4308817,86.8358433,2041174,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4287967,86.838035,2041169,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4284767,86.8372683,2041167,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.430225,86.837525,2041172,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4294483,86.8369383,2041171,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4285983,86.8375983,2041168,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4284733,86.8364867,2041173,,0
PURULIA,KASHIPUR,MONIHARA,MANIHARA,MONIHARA,NO,,,23.4294483,86.8369383,2041170,,0
PURULIA,KASHIPUR,MONIHARA,PHUSURA,FUSHRA,NO,,,23.4121733,86.8476817,2041163,,0
PURULIA,KASHIPUR,MONIHARA,PHUSURA,FUSHRA,NO,,,23.4087533,86.8479983,2041166,,0
PURULIA,KASHIPUR,MONIHARA,PHUSURA,FUSHRA,NO,,,23.4100583,86.84836,2041165,,0
PURULIA,KASHIPUR,MONIHARA,PHUSURA,FUSHRA,NO,,,23.4116033,86.8490533,2041164,,0
PURULIA,KASHIPUR,MONIHARA,BARMAGURA ALIAS SIALDANGA,SYALDANGA,NO,,,23.4332467,86.832185,2041118,,0
PURULIA,KASHIPUR,MONIHARA,BARMAGURA ALIAS SIALDANGA,SYALDANGA,NO,,,23.4315767,86.8282883,2041117,,0
PURULIA,KASHIPUR,MONIHARA,AGRABAD,AGRABAID,NO,,,23.4387317,86.821085,2041115,,0
PURULIA,KASHIPUR,MONIHARA,AGRABAD,AGRABAID,NO,,,23.4383733,86.823215,2041114,,0
PURULIA,KASHIPUR,MONIHARA,AGRABAD,AGRABAID,NO,,,23.4394883,86.82262,2041113,,0
PURULIA,KASHIPUR,MONIHARA,PHUSURA,FUSHRA,NO,,,23.4124883,86.8459817,2041122,,0
PURULIA,KASHIPUR,MONIHARA,BARMAGURA ALIAS SIALDANGA,SYALDANGA,NO,,,23.433355,86.83377,2041119,,0
PURULIA,KASHIPUR,MONIHARA,PHUSURA,FUSHRA,NO,,,23.4128217,86.8457567,2041121,,0
PURULIA,KASHIPUR,MONIHARA,BARMAGURA ALIAS SIALDANGA,SYALDANGA,NO,,,23.4328517,86.8345633,2041120,,0
PURULIA,KASHIPUR,MONIHARA,AGRABAD,AGRABAID,NO,,,23.4400167,86.8233933,2041111,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4483217,86.8158017,2041109,,0
PURULIA,SANTURI,MURADIH,GANGPUR,GANGPUR,NO,,,23.5947124,86.8193948,2041064,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4461183,86.8134183,2041102,,0
PURULIA,KASHIPUR,MONIHARA,AGRABAD,AGRABAID,NO,,,23.4395117,86.8224121,2041112,,0
PURULIA,KASHIPUR,MONIHARA,AGRABAD,AGRABAID,NO,,,23.44044,86.8240833,2041110,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4448117,86.8107133,2041106,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4445367,86.8114317,2041105,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4440967,86.81298,2041104,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4446411,86.8129597,2041103,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4479633,86.8146583,2041101,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4476617,86.8165617,2041108,,0
PURULIA,KASHIPUR,MONIHARA,KETANKIARI,KETHANKIGARI,NO,,,23.4459017,86.814855,2041107,,0
PURULIA,SANTURI,MURADIH,JASHPUR,JOSH PUR,NO,,,23.6011887,86.8154377,2041071,,0
PURULIA,SANTURI,MURADIH,MADHUBANPUR,MADHUBAN PUR,NO,,,23.6070858,86.8274479,2041072,,0
PURULIA,SANTURI,MURADIH,GANGPUR,GANGPUR,NO,,,23.5950724,86.8193025,2041065,,0
PURULIA,SANTURI,MURADIH,GANGPUR,GANGPUR,NO,,,23.5931655,86.8246084,2041063,,0
PURULIA,SANTURI,MURADIH,GANGPUR,GANGPUR,NO,,,23.5944554,86.8230655,2041062,,0
PURULIA,SANTURI,MURADIH,NABAGHANADI ALIAS PATHARBAD,PATTAR BAND,NO,,,23.562241,86.8302476,2041100,,0
PURULIA,SANTURI,MURADIH,BHETI,POROLI,NO,,,23.5755135,86.8200819,2041096,,0
PURULIA,SANTURI,MURADIH,BHETI,POROLI,NO,,,23.577201,86.8209277,2041094,,0
PURULIA,SANTURI,MURADIH,MURADDI,BINOD PUR,NO,,,23.5777702,86.822358,2041092,,0
PURULIA,SANTURI,MURADIH,MURADDI,BINOD PUR,NO,,,23.577899,86.82196,2041091,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,,,23.5803338,86.8221819,2041090,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,,,23.588459,86.8184513,2041088,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,,,23.5876377,86.8186867,2041087,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,,,23.5860062,86.8202959,2041086,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,,,23.5868599,86.8208845,2041085,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,,,23.5857825,86.8244611,2041082,,0
PURULIA,SANTURI,MURADIH,INDKHURI ALIAS DULURDI,INDKHURI ALIAS DULURDI,NO,,,23.5926872,86.8336975,2041081,,0
PURULIA,SANTURI,MURADIH,MURULIA,MURULIA,NO,,,23.6096176,86.8426924,2041080,,0
PURULIA,SANTURI,MURADIH,MURULIA,MURULIA,NO,,,23.6098671,86.8422534,2041079,,0
PURULIA,SANTURI,MURADIH,MURULIA,MURULIA,NO,,,23.6090538,86.8413244,2041078,,0
PURULIA,SANTURI,MURADIH,MURULIA,MURULIA,NO,,,23.6087771,86.8359527,2041076,,0
PURULIA,SANTURI,MURADIH,MADHUBANPUR,MADHUBAN PUR,NO,,,23.6075299,86.8282823,2041073,,0
PURULIA,SANTURI,MURADIH,JASHPUR,JOSH PUR,NO,,,23.6004664,86.810854,2041070,,0
PURULIA,SANTURI,MURADIH,JASHPUR,JOSH PUR,NO,,,23.5995108,86.8135157,2041069,,0
PURULIA,SANTURI,MURADIH,JASHPUR,JOSH PUR,NO,,,23.5977953,86.8157897,2041067,,0
PURULIA,SANTURI,MURADIH,GANGPUR,GANGPUR,NO,,,23.5975069,86.8164956,2041066,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,JAIPUR,NO,,,23.4196967,86.14504,2060974,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,JAIPUR,NO,,,23.4201183,86.1451833,2060973,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,JAIPUR,NO,,,23.4205183,86.145605,2060972,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,JAIPUR,NO,,,23.4218617,86.1464033,2060971,,9
PURULIA,JAIPUR,JOYPUR,JAYPUR,JAIPUR,NO,,,23.4230617,86.1467817,2060970,,0
PURULIA,JAIPUR,JOYPUR,HATHIMURI,JAIPUR,NO,,,23.4240483,86.1480483,2060969,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,SIMULTARD,NO,,,23.4353033,86.144665,2060968,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,SIMULTARD,NO,,,23.4371733,86.145395,2060967,,0
PURULIA,JAIPUR,JOYPUR,JAYPUR,SIMULTARD,NO,,,23.4362017,86.1438833,2060966,,0
PURULIA,JAIPUR,MUKUNDAPUR,PRATAPPUR,PRATAPPUR,NO,,,23.4084723,86.1703098,2060963,,0
PURULIA,JAIPUR,MUKUNDAPUR,PRATAPPUR,PRATAPPUR,NO,,,23.402545,86.1728753,2060962,,0
PURULIA,JAIPUR,MUKUNDAPUR,SHALAGRAM,SHALAGRAM,NO,,,23.3993136,86.1621271,2060961,,0
PURULIA,JAIPUR,MUKUNDAPUR,BALIAGORA,BELYAGORA,NO,,,23.3910306,86.155992,2060960,,0
PURULIA,JAIPUR,MUKUNDAPUR,CHITAHI,CHITAHI,NO,,,23.3861931,86.1471501,2060959,,0
PURULIA,JAIPUR,MUKUNDAPUR,CHITAHI,CHITAHI,NO,,,23.3842075,86.1468586,2060958,,0
PURULIA,JAIPUR,MUKUNDAPUR,MUKUNDPUR,MUKUNDAPUR,NO,,,23.3958945,86.1462185,2060957,,0
PURULIA,JAIPUR,MUKUNDAPUR,MUKUNDPUR,MUKUNDAPUR,NO,,,23.39722,86.1442564,2060956,,0
PURULIA,JAIPUR,MUKUNDAPUR,DUMARDIH,DUMURDIH,NO,,,23.4096831,86.1676541,2060964,,12
PURULIA,JAIPUR,MUKUNDAPUR,DUMARDIH,DUMURDIH,NO,,,23.4117848,86.1705887,2060965,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,METYAL SAHAR,KETTAN KHOLA,NO,,,23.4820846,86.7433926,2081199,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,GOPALPUR,GOPALPUR,NO,,,23.4916511,86.7408492,2081198,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,CHORPAHARI,CHORPAHAREE,NO,,,23.5069463,86.7344811,2081197,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,NISCHINTAPUR,NISCHINTIPUR,NO,,,23.5081265,86.7414255,2081196,,10
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,DABAR,DABAR,NO,,,23.5008518,86.739287,2081195,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,SHIMULBERIA,SIMULBERIA,NO,,,23.5016592,86.7554094,2081194,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,NISCHINTAPUR,NAMO ALALDI,NO,,,23.5027271,86.7501448,2081193,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,SHIMULBERIA,SARAKDIH,NO,,,23.4958092,86.7512523,2081192,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,METYAL SAHAR,METYAL SAHAR,NO,,,23.4787801,86.7536514,2081191,,0
PURULIA,RAGHUNATHPUR - I,CHOR PAHARI,METYAL SAHAR,URRUDIH,NO,,,23.4764326,86.7574189,2081190,,0
PURULIA,PURULIA - I,GARAFUSRA,RUDRA,RUDRA,NO,,,23.3990411,86.2549848,282628,,0
PURULIA,SANTURI,MURADIH,BHETI,POROLI,NO,SM/00308,RAM CHANDRAPUR WATER SUPPLY SCHEME,23.5773144,86.8209044,2041093,,0
PURULIA,SANTURI,MURADIH,MURADDI,MURARDI,NO,SM/00308,RAM CHANDRAPUR WATER SUPPLY SCHEME,23.5840753,86.8225026,2041089,,0
PURULIA,SANTURI,MURADIH,JASHPUR,JOSH PUR,NO,SM/00308,RAM CHANDRAPUR WATER SUPPLY SCHEME,23.5978413,86.8155163,2041068,,0
PURULIA,SANTURI,MURADIH,GANGPUR,GANGPUR,NO,SM/00308,RAM CHANDRAPUR WATER SUPPLY SCHEME,23.5942317,86.8222065,2041061,,0
PURULIA,PURULIA - I,GARAFUSRA,CHIRKA,CHIRKA,NO,SM/00851,SINDHRI CHASMORE WATER SUPPLY SCHEME,23.384293,86.2381903,282627,,0
PURULIA,PURULIA - I,GARAFUSRA,CHIRKA,CHIRKA,NO,SM/00851,SINDHRI CHASMORE WATER SUPPLY SCHEME,23.3870161,86.2490184,282629,,0
PURULIA,PURULIA - I,GARAFUSRA,KETUABERA,KANTABERA,NO,SM/00851,SINDHRI CHASMORE WATER SUPPLY SCHEME,23.3535292,86.2339895,282619,,0
PURULIA,PURULIA - I,GARAFUSRA,KETUABERA,KANTABERA,NO,SM/00851,SINDHRI CHASMORE WATER SUPPLY SCHEME,23.3566712,86.2384009,282622,,0
PURULIA,BARABAZAR,BARABAZAR,NILMOHANPUR,NILMOHORPUR,NO,,,23.0290664,86.3682707,2071691,2.919,0
PURULIA,BARABAZAR,BARABAZAR,PATTORIA,PATTORIA,NO,,,22.9997662,86.352237,2071678,0.513,0
PURULIA,BARABAZAR,BARABAZAR,NILMOHANPUR,NILMOHORPUR,NO,,,23.0275229,86.3677382,2071694,0.476,0
PURULIA,BARABAZAR,BARABAZAR,NILMOHANPUR,NILMOHORPUR,NO,,,23.0253378,86.3707746,2071688,0.452,0
PURULIA,NETURIA,RAIBANDH,LAKHYABAD,LAKHYABAD,NO,,,23.6570283,86.6572033,300952,0.45,0
PURULIA,NETURIA,RAIBANDH,LAKHYABAD,LAKHYABAD,NO,,,23.6571717,86.65565,300951,0.44,0
PURULIA,BARABAZAR,BARABAZAR,NARAYANPUR,NARAYANPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,22.9976375,86.3385223,2071674,0.429,0
PURULIA,NETURIA,RAIBANDH,LAKHYABAD,LAKHYABAD,NO,,,23.6590783,86.6554683,300949,0.42,0
PURULIA,NETURIA,RAIBANDH,LAKHYABAD,LAKHYABAD,NO,,,23.6615283,86.6550533,300947,0.42,0
PURULIA,NETURIA,RAIBANDH,LAKHYABAD,LAKHYABAD,NO,,,23.6623933,86.6541783,300944,0.42,0
PURULIA,BARABAZAR,BARABAZAR,RAJDAHA,RAJDAHA,NO,,,23.0011285,86.3283673,2071673,0.415,0
PURULIA,JHALDA - II,MAJHIDIH,BURUHARA ALIAS MAJHIDI,MAJHIDIH,NO,,,23.4207956,85.9960214,321523,0.41,0
PURULIA,JHALDA - II,MAJHIDIH,KASDIHI,KASHIDIH,NO,,,23.410096,85.9966062,321514,0.41,0
PURULIA,JHALDA - II,MAJHIDIH,CHIRUGARA,CHIRUGORA,NO,,,23.4358031,86.019862,321539,0.41,0
PURULIA,NETURIA,RAIBANDH,LAKHYABAD,LAKHYABAD,NO,,,23.662565,86.6550483,300945,0.4,0
